,MonthlyCharges,TotalCharges,Churn
3059,24.05,1559.15,No
3060,38.1,970.4,No
3061,106.4,2483.5,Yes
3062,34.25,828.2,No
3063,100.05,3810.55,No
3064,68.65,1493.2,No
3065,45.8,45.8,No
3066,75.75,777.3,No
3067,84.4,556.35,Yes
3068,96.4,4911.05,No
3069,20.55,187.35,No
3070,50.95,307.6,No
3071,90.5,4318.35,No
3072,79.4,4820.55,No
3073,58.75,3038.55,No
3074,59.45,2136.9,No
3075,105.7,7472.15,No
3076,56.25,389.1,Yes
3077,53.3,2296.25,No
3078,85.55,187.45,Yes
3079,68.65,261.25,Yes
3080,24.3,38.45,No
3081,77.85,299.2,Yes
3082,59.9,3043.6,No
3083,23.95,1506.4,No
3084,20.15,163.7,No
3085,105.35,323.25,Yes
3086,95.65,1640,No
3087,87.05,762.1,Yes
3088,81.0,3846.35,No
3089,82.45,5646.6,No
3090,53.5,53.5,Yes
3091,20.5,79.05,No
3092,25.1,25.1,Yes
3093,54.4,1516.6,No
3094,58.6,2224.5,No
3095,84.8,888.75,No
3096,61.4,4310.35,No
3097,20.4,42.9,No
3098,79.65,2365.15,Yes
3099,20.15,353.65,No
3100,94.45,5073.1,No
3101,79.8,4526.85,No
3102,54.2,308.25,Yes
3103,19.45,19.45,Yes
3104,74.05,678.45,No
3105,49.15,1237.3,No
3106,19.4,1023.95,No
3107,113.65,8182.75,No
3108,106.0,4532.3,No
3109,25.95,1444.05,No
3110,19.1,19.1,No
3111,103.4,7372.65,Yes
3112,100.55,7325.1,No
3113,95.4,3474.2,No
3114,75.15,392.65,No
3115,84.45,1058.6,Yes
3116,89.15,3990.75,No
3117,107.9,7475.85,No
3118,19.5,835.5,No
3119,85.95,2628.6,Yes
3120,24.95,1718.35,No
3121,59.4,1023.9,Yes
3122,19.5,1193.55,No
3123,69.95,1205.5,No
3124,82.85,5776.45,No
3125,19.0,78.9,No
3126,38.85,1025.15,No
3127,30.6,856.35,Yes
3128,20.35,122,No
3129,95.0,6602.9,No
3130,74.4,1712.9,No
3131,78.45,5682.25,No
3132,74.3,74.3,No
3133,51.05,3635.15,No
3134,19.2,702.9,No
3135,99.55,3734.25,Yes
3136,70.0,1144.5,Yes
3137,109.1,4454.25,No
3138,45.3,45.3,Yes
3139,29.85,75.6,Yes
3140,76.45,1117.55,No
3141,95.1,180.25,Yes
3142,19.8,19.8,Yes
3143,72.8,930.05,No
3144,18.95,110.15,No
3145,76.65,333.6,Yes
3146,99.15,465.05,Yes
3147,101.75,1669.4,No
3148,75.45,3545.1,No
3149,64.1,504.05,No
3150,25.65,440.2,No
3151,75.1,1151.55,No
3152,95.85,2475.35,No
3153,54.4,1249.25,No
3154,72.75,317.75,No
3155,19.85,535.05,No
3156,19.05,461.3,No
3157,44.95,431,Yes
3158,49.55,878.35,Yes
3159,94.85,335.75,No
3160,46.25,3121.4,No
3161,19.35,324.8,No
3162,69.6,1394.55,No
3163,90.7,3413.25,No
3164,101.4,3143.65,No
3165,20.25,439.75,No
3166,48.8,664.4,No
3167,74.35,4759.55,No
3168,19.35,1033,No
3169,68.75,3482.85,No
3170,100.2,2688.45,No
3171,20.85,435.25,No
3172,95.9,2448.75,Yes
3173,19.35,307,No
3174,45.0,2689.35,No
3175,81.5,1329.2,Yes
3176,25.5,1281.25,No
3177,48.9,3527,No
3178,84.1,4348.65,Yes
3179,19.6,561.15,No
3180,20.0,63.6,No
3181,81.3,5129.3,No
3182,95.2,4285.8,No
3183,36.45,93.7,Yes
3184,83.3,5894.5,No
3185,25.05,25.05,Yes
3186,20.3,1160.75,No
3187,89.85,3091.75,No
3188,49.85,365.55,Yes
3189,19.8,272.95,No
3190,54.65,3632,No
3191,29.35,381.2,No
3192,19.15,1035.5,No
3193,19.1,52,No
3194,55.55,2342.2,Yes
3195,80.55,653.9,No
3196,20.25,71.2,No
3197,69.5,1498.2,Yes
3198,106.0,4178.65,No
3199,25.5,1821.8,No
3200,104.3,5278.15,Yes
3201,79.6,4024.2,No
3202,55.25,55.25,No
3203,88.05,6520.8,No
3204,20.4,854.9,No
3205,117.6,8308.9,No
3206,20.0,109.2,No
3207,19.65,92.05,No
3208,70.55,3420.5,No
3209,93.85,93.85,Yes
3210,65.8,4068,No
3211,20.05,337.9,No
3212,80.0,3168.75,No
3213,35.4,1412.4,No
3214,79.6,3974.7,No
3215,80.25,3439,No
3216,50.45,50.45,Yes
3217,20.45,42.45,No
3218,79.6,5461.45,No
3219,24.7,571.75,No
3220,77.3,5498.2,No
3221,29.75,96.85,No
3222,44.9,111.05,No
3223,29.8,94.4,No
3224,74.65,521.1,Yes
3225,71.95,923.85,No
3226,20.75,141.1,No
3227,56.3,628.65,No
3228,105.25,5576.3,No
3229,94.2,1046.1,Yes
3230,19.55,1245.6,No
3231,84.45,1287.85,No
3232,53.65,1939.35,No
3233,29.9,118.25,No
3234,19.7,452.55,No
3235,43.7,2696.55,No
3236,55.3,875.35,No
3237,19.85,1267.05,No
3238,19.65,494.9,No
3239,49.45,799,No
3240,106.55,5763.3,Yes
3241,20.1,20.1,Yes
3242,20.45,106.9,No
3243,39.7,710.05,No
3244,54.5,568.2,No
3245,83.8,1900.25,Yes
3246,55.15,159.15,Yes
3247,111.6,8012.75,No
3248,86.65,856.65,Yes
3249,55.55,551.3,No
3250,20.55,184.95,No
3251,106.75,4056.75,Yes
3252,62.1,1096.65,No
3253,104.5,3684.95,No
3254,101.8,1752.45,No
3255,110.6,7210.85,No
3256,84.9,5264.5,No
3257,93.2,2157.3,No
3258,24.4,24.4,No
3259,70.55,433.95,No
3260,78.45,2435.15,Yes
3261,85.0,5607.75,No
3262,87.45,2874.15,Yes
3263,85.8,4433.3,No
3264,91.1,964.35,No
3265,70.75,1974.8,Yes
3266,20.1,1460.85,No
3267,20.05,951.55,No
3268,74.8,1821.2,No
3269,24.8,1600.95,No
3270,100.85,399.25,No
3271,101.35,1218.55,Yes
3272,81.7,81.7,Yes
3273,68.25,2171.15,Yes
3274,105.1,3634.8,No
3275,20.4,292.4,No
3276,79.15,317.25,Yes
3277,20.0,218.55,No
3278,79.4,5071.9,No
3279,57.2,1423.35,No
3280,58.6,3068.6,No
3281,94.8,4690.65,No
3282,102.5,6157.6,No
3283,20.35,1442.65,No
3284,84.9,3369.05,No
3285,69.2,4671.65,No
3286,95.45,3474.05,Yes
3287,100.95,1875.55,Yes
3288,20.85,272.35,No
3289,88.5,3645.05,No
3290,35.0,135.75,No
3291,55.15,1319.85,No
3292,50.95,229.4,No
3293,64.0,370.25,No
3294,69.1,69.1,Yes
3295,80.2,5714.2,No
3296,49.3,1233.25,No
3297,84.35,3571.6,No
3298,20.05,83.3,No
3299,117.2,8035.95,No
3300,20.1,579.4,No
3301,69.6,69.6,Yes
3302,103.45,3066.45,Yes
3303,77.95,305.55,Yes
3304,109.95,7634.25,No
3305,94.75,3653,No
3306,80.0,241.3,No
3307,79.65,3870.3,No
3308,25.2,387.9,No
3309,19.9,527.5,No
3310,78.45,78.45,Yes
3311,44.8,2104.55,No
3312,20.3,20.3,No
3313,19.2,19.2,No
3314,80.05,3019.1,No
3315,107.35,7051.95,No
3316,47.85,1190.5,No
3317,70.8,4448.8,No
3318,29.5,255.25,Yes
3319,70.75,146.9,Yes
3320,59.1,1011.05,No
3321,25.55,1714.95,No
3322,84.45,762.5,Yes
3323,20.25,535.35,No
3324,75.55,75.55,No
3325,85.65,338.9,Yes
3326,70.15,2497.35,Yes
3327,95.3,6273.4,No
3328,70.25,70.25,No
3329,50.3,908.75,No
3330,97.8,4913.3,Yes
3331,19.85, ,No
3332,46.3,46.3,Yes
3333,19.35,212.3,No
3334,106.3,4443.45,Yes
3335,25.0,316.2,No
3336,20.3,1079.05,No
3337,75.35,564.65,No
3338,89.4,1095.65,Yes
3339,88.0,6161.9,No
3340,83.15,446.05,Yes
3341,43.8,2106.05,No
3342,62.05,2511.55,No
3343,20.1,318.6,No
3344,74.15,811.8,Yes
3345,101.35,7323.15,No
3346,84.05,186.05,No
3347,20.9,454,No
3348,105.9,7521.95,No
3349,99.5,1056.95,Yes
3350,44.15,44.15,Yes
3351,53.9,834.15,Yes
3352,85.45,85.45,Yes
3353,85.05,999.8,No
3354,44.1,2369.7,No
3355,90.2,6297.65,No
3356,50.85,239.55,Yes
3357,59.2,59.2,Yes
3358,53.45,1461.45,No
3359,19.95,416.4,No
3360,83.2,1060.6,Yes
3361,74.65,4869.35,No
3362,54.9,54.9,Yes
3363,57.5,3265.95,No
3364,103.9,2254.2,Yes
3365,19.65,358.15,No
3366,93.8,2939.8,No
3367,89.25,4652.4,No
3368,94.15,4408.45,No
3369,55.6,580.8,No
3370,48.7,2495.2,No
3371,19.25,180.3,Yes
3372,104.9,5913.95,No
3373,75.45,158.4,Yes
3374,54.85,104.2,Yes
3375,19.9,1389.35,No
3376,19.4,19.4,No
3377,25.05,1629.2,No
3378,84.45,6033.1,No
3379,19.3,44.4,No
3380,95.1,95.1,Yes
3381,79.85,3320.75,No
3382,25.55,1867.7,No
3383,75.5,438,Yes
3384,73.75,325.45,Yes
3385,96.05,1148.1,Yes
3386,68.4,3972.25,No
3387,20.65,155.9,No
3388,55.15,3673.15,No
3389,70.6,70.6,No
3390,19.95,1126.75,No
3391,19.0,73.45,No
3392,44.1,2413.05,No
3393,107.6,6912.7,No
3394,61.55,1581.95,No
3395,90.7,5586.45,No
3396,99.25,5846.65,No
3397,91.7,6424.7,No
3398,100.7,6018.65,No
3399,78.45,3373.4,No
3400,84.3,1537.9,No
3401,19.55,1080.55,No
3402,88.95,355.2,Yes
3403,20.45,82.85,No
3404,55.6,2016.45,No
3405,86.8,5327.25,No
3406,20.95,683.25,No
3407,20.05,1263.05,No
3408,50.7,151.3,Yes
3409,113.65,7714.65,No
3410,53.4,188.7,Yes
3411,101.9,5549.4,Yes
3412,59.5,130.5,No
3413,87.8,2621.75,No
3414,41.9,1875.25,No
3415,83.0,5685.8,Yes
3416,69.85,837.5,No
3417,56.3,401.5,No
3418,109.55,6118.95,No
3419,92.15,6480.9,No
3420,69.5,1800.05,No
3421,97.0,7104.2,No
3422,58.35,4214.25,No
3423,50.6,50.6,Yes
3424,89.5,863.1,Yes
3425,70.4,1992.2,No
3426,69.8,69.8,Yes
3427,94.3,1948.35,No
3428,93.8,4750.95,Yes
3429,19.55,1007.9,No
3430,95.95,5036.9,No
3431,101.05,2391.8,Yes
3432,94.8,6859.05,No
3433,107.75,6521.9,No
3434,54.6,617.85,No
3435,71.3,157.75,No
3436,19.5,516.3,No
3437,56.3,2364,No
3438,94.7,1687.95,Yes
3439,104.15,7689.95,Yes
3440,90.55,6239.05,No
3441,60.8,2042.05,No
3442,98.8,2807.1,No
3443,98.15,4116.8,No
3444,35.35,1317.95,No
3445,103.15,4594.65,No
3446,107.75,6332.75,No
3447,81.4,3213.75,No
3448,61.45,229.55,Yes
3449,95.7,4976.15,No
3450,104.8,7308.95,No
3451,70.95,4555.2,No
3452,44.95,44.95,No
3453,97.65,6982.5,No
3454,35.65,1025.15,No
3455,90.55,90.55,Yes
3456,85.25,5714.2,No
3457,19.5,19.5,No
3458,88.8,2274.35,Yes
3459,25.1,789.55,No
3460,100.05,4834,No
3461,55.7,3131.8,No
3462,85.2,602.55,Yes
3463,91.15,3369.25,No
3464,83.85,2674.15,No
3465,45.9,199.75,No
3466,25.1,1790.8,No
3467,91.4,449.75,Yes
3468,19.7,19.7,No
3469,91.5,1400.3,No
3470,51.3,411.6,No
3471,21.1,741,No
3472,104.75,5841.35,No
3473,106.15,4512.7,Yes
3474,85.75,5688.45,No
3475,20.3,31.9,No
3476,100.75,6674.65,No
3477,74.15,1345.75,No
3478,78.55,1843.05,No
3479,45.3,196.95,Yes
3480,19.85,1433.8,No
3481,50.7,214.55,No
3482,45.0,865.85,No
3483,77.8,1358.6,No
3484,83.45,3147.15,No
3485,73.25,131.05,Yes
3486,94.8,4535.85,No
3487,20.1,1078.75,No
3488,59.9,542.4,No
3489,90.1,2312.55,No
3490,51.05,415.05,Yes
3491,70.95,3250.45,No
3492,29.2,98.5,No
3493,46.6,87.9,No
3494,85.35,754.65,Yes
3495,75.35,75.35,Yes
3496,74.3,1952.25,No
3497,69.3,153.8,No
3498,75.2,3198.6,Yes
3499,20.9,20.9,Yes
3500,94.3,5610.15,No
3501,76.45,4519.5,No
3502,54.0,2440.25,No
3503,104.25,6860.6,No
3504,19.95,1377.7,No
3505,24.95,190.25,No
3506,84.75,1651.95,No
3507,19.75,78.3,No
3508,113.65,7939.25,No
3509,44.9,44.9,No
3510,75.25,576.7,No
3511,24.6,1279,No
3512,25.0,1260.7,No
3513,20.95,267.35,No
3514,110.6,6586.85,No
3515,55.5,934.15,No
3516,43.3,123.65,Yes
3517,109.5,7534.65,Yes
3518,19.45,19.45,No
3519,84.85,3645.6,No
3520,19.6,314.45,No
3521,53.45,3053,No
3522,19.8,677.05,No
3523,112.1,7965.95,No
3524,84.8,906.85,Yes
3525,95.05,4888.7,Yes
3526,50.35,237.25,Yes
3527,74.6,74.6,Yes
3528,19.7,342.4,Yes
3529,74.2,140.1,No
3530,69.0,1108,No
3531,19.35,295.55,No
3532,59.45,892.65,Yes
3533,19.8,198.25,No
3534,105.2,4822.85,Yes
3535,109.2,6741.15,No
3536,79.15,79.15,No
3537,53.65,1355.45,No
3538,100.2,7209,No
3539,45.15,438.4,Yes
3540,108.65,7726.35,No
3541,40.65,2070.75,No
3542,55.35,1636.95,No
3543,105.6,7581.5,No
3544,93.8,3019.5,Yes
3545,95.7,4729.75,No
3546,83.2,6126.1,No
3547,90.05,6333.4,No
3548,97.65,6687.85,No
3549,68.05,4158.25,No
3550,96.2,3183.4,Yes
3551,79.6,79.6,Yes
3552,102.1,7149.35,No
3553,23.4,1429.65,No
3554,71.05,472.65,No
3555,85.25,1734.5,Yes
3556,19.45,113.5,No
3557,59.45,1884.65,No
3558,92.2,2568.15,No
3559,19.85,470,No
3560,43.9,278.4,No
3561,80.5,2088.8,Yes
3562,89.8,502.6,Yes
3563,90.5,2595.85,No
3564,90.45,5825.5,No
3565,50.75,50.75,Yes
3566,84.6,4449.75,No
3567,89.65,1208.35,Yes
3568,99.15,1956.4,No
3569,19.95,310.6,No
3570,20.5,290.55,No
3571,62.1,2096.1,No
3572,79.5,2665,No
3573,19.55,543.8,No
3574,20.35,20.35,No
3575,51.7,3005.8,No
3576,23.3,1623.15,No
3577,65.4,2498.4,Yes
3578,65.1,2586,No
3579,81.2,3292.3,No
3580,72.9,651.4,Yes
3581,74.5,4674.55,No
3582,80.5,232.35,No
3583,60.3,2448.5,No
3584,75.0,658.1,No
3585,90.15,3128.8,No
3586,40.0,223.45,Yes
3587,99.45,919.4,Yes
3588,69.05,653.95,No
3589,59.7,1825.5,No
3590,19.85,943.1,No
3591,86.25,181.65,Yes
3592,45.65,45.65,Yes
3593,70.1,551.35,Yes
3594,40.75,359.4,No
3595,70.2,115.95,Yes
3596,55.35,165.2,Yes
3597,95.7,2338.35,No
3598,46.3,46.3,No
3599,81.3,3541.1,No
3600,84.2,4146.05,Yes
3601,20.0,1087.25,No
3602,66.15,2522.4,No
3603,45.85,81,Yes
3604,19.6,717.3,No
3605,49.8,1734.2,No
3606,101.75,7069.3,No
3607,55.15,742.9,No
3608,75.25,3017.65,Yes
3609,103.95,6423,No
3610,100.15,1164.3,Yes
3611,99.65,4220.35,No
3612,73.7,1558.7,No
3613,50.05,2743.45,No
3614,60.25,4055.5,No
3615,105.75,2710.25,Yes
3616,87.3,6055.55,No
3617,48.35,810.7,Yes
3618,54.25,2538.2,No
3619,85.3,6129.2,No
3620,50.0,1750.85,No
3621,24.4,36.55,Yes
3622,90.95,6652.45,No
3623,72.25,2575.45,No
3624,96.1,6019.35,No
3625,19.85,1379.6,No
3626,55.3,1284.2,No
3627,20.1,296.15,No
3628,69.5,653.25,No
3629,25.15,412.6,No
3630,20.95,85.5,Yes
3631,49.55,49.55,Yes
3632,79.65,1928.7,No
3633,71.25,71.25,No
3634,113.8,7845.8,No
3635,24.55,1750.7,No
3636,19.7,216.2,No
3637,20.25,178.5,Yes
3638,50.15,115.1,Yes
3639,100.5,6029,No
3640,95.9,2745.2,Yes
3641,74.45,3721.9,No
3642,104.1,3121.1,No
3643,19.05,990.45,No
3644,25.0,1004.35,No
3645,19.05,157.65,No
3646,81.9,3219.75,No
3647,69.7,572.85,No
3648,90.15,4554.85,No
3649,25.35,1847.55,No
3650,24.65,1766.75,No
3651,19.55,1462.05,No
3652,25.25,25.25,Yes
3653,60.0,2193.2,No
3654,89.9,2433.5,No
3655,19.4,641.15,No
3656,49.8,2398.4,No
3657,24.1,861.85,No
3658,54.25,583,No
3659,109.9,7332.4,No
3660,35.5,249.55,No
3661,87.55,4475.9,No
3662,45.15,416.45,Yes
3663,88.4,788.6,No
3664,50.8,202.3,No
3665,99.0,6994.6,No
3666,84.4,4116.15,Yes
3667,96.55,2263.45,No
3668,59.75,1374.35,No
3669,111.5,4915.15,No
3670,24.25,838.5,No
3671,75.1,75.1,Yes
3672,70.15,3715.65,Yes
3673,101.75,4273.45,Yes
3674,45.8,45.8,Yes
3675,20.5,20.5,No
3676,70.4,2044.75,No
3677,30.55,30.55,No
3678,84.9,1398.25,No
3679,20.1,20.1,Yes
3680,40.65,328.95,Yes
3681,101.0,4680.05,Yes
3682,69.1,69.1,Yes
3683,54.5,3778.2,No
3684,75.35,3161.4,No
3685,44.45,2188.45,No
3686,75.0,999.45,Yes
3687,100.0,1888.65,Yes
3688,98.05,3990.6,No
3689,71.15,71.15,Yes
3690,54.15,1240.25,Yes
3691,63.9,2635,No
3692,69.15,235,No
3693,64.65,2347.85,No
3694,108.75,7156.2,Yes
3695,98.85,3089.6,No
3696,49.15,270.8,Yes
3697,89.6,2901.8,No
3698,83.25,4949.1,No
3699,70.25,2198.9,No
3700,19.4,374.5,Yes
3701,24.5,761.95,No
3702,79.15,1520.9,Yes
3703,20.1,190.25,No
3704,73.0,5163,No
3705,61.4,4059.85,No
3706,84.3,2281.6,No
3707,19.9,1356.7,No
3708,20.4,231.45,No
3709,50.75,50.75,No
3710,20.45,242.4,No
3711,75.75,4264.25,No
3712,65.4,2774.55,No
3713,80.4,3605.2,Yes
3714,59.75,4069.9,No
3715,78.5,874.2,No
3716,102.0,1145.35,Yes
3717,48.95,1323.7,No
3718,99.65,5497.05,No
3719,18.25,534.7,No
3720,54.55,2455.05,No
3721,20.65,38.7,Yes
3722,40.65,947.4,No
3723,20.45,357,No
3724,24.8,1476.25,No
3725,70.8,70.8,Yes
3726,89.05,1448.6,Yes
3727,96.6,291.9,Yes
3728,88.8,5903.15,No
3729,20.05,1201.65,No
3730,104.5,5921.35,Yes
3731,69.8,146.65,No
3732,77.15,1759.4,No
3733,35.05,844.45,No
3734,108.1,7774.05,No
3735,84.05,134.05,No
3736,20.2,140.95,No
3737,50.6,249.95,Yes
3738,49.2,1701.65,No
3739,24.6,592.65,No
3740,71.65,135.75,No
3741,104.9,7732.65,No
3742,106.5,4282.4,No
3743,49.35,219.65,Yes
3744,75.5,2018.1,No
3745,94.25,669,Yes
3746,68.95,68.95,Yes
3747,58.5,224.85,No
3748,78.9,3771.5,No
3749,93.85,196.75,Yes
3750,79.2,943.85,No
3751,109.45,6572.85,No
3752,59.2,3175.85,No
3753,29.15,29.15,No
3754,20.05,20.05,No
3755,76.05,318.9,Yes
3756,24.45,24.45,Yes
3757,66.5,2762.75,No
3758,49.55,49.55,No
3759,89.35,631.85,Yes
3760,73.6,232.5,No
3761,82.65,5919.35,No
3762,49.0,749.25,No
3763,80.35,307.4,Yes
3764,25.2,245.15,No
3765,25.45,134.75,No
3766,55.8,55.8,Yes
3767,110.9,8240.85,No
3768,77.75,4266.4,No
3769,26.2,1077.5,No
3770,19.9,1115.6,No
3771,79.05,79.05,Yes
3772,95.0,95,Yes
3773,25.2,25.2,Yes
3774,80.85,4079.55,No
3775,98.4,4187.75,Yes
3776,56.35,2391.15,No
3777,19.3,890.5,No
3778,50.4,137.25,No
3779,79.4,5154.6,Yes
3780,55.25,3119.9,No
3781,19.1,529.5,No
3782,84.05,966.55,No
3783,105.2,6936.85,No
3784,101.4,3496.3,Yes
3785,89.8,914.3,Yes
3786,75.75,1929,No
3787,95.3,5817.7,No
3788,109.75,6110.2,Yes
3789,19.85,178.8,No
3790,19.3,28.3,Yes
3791,69.1,435,No
3792,91.25,2351.8,Yes
3793,20.25,186.15,No
3794,54.75,445.85,No
3795,81.45,912,No
3796,49.1,679.55,Yes
3797,80.2,3581.6,No
3798,100.3,4222.95,No
3799,65.25,1994.3,Yes
3800,90.95,5930.05,No
3801,85.45,1505.85,Yes
3802,20.0,20,No
3803,94.1,5638.3,Yes
3804,79.85,797.25,No
3805,71.65,71.65,Yes
3806,73.55,1359.45,No
3807,104.65,2542.45,Yes
3808,19.3,54.7,No
3809,20.15,989.05,No
3810,44.55,44.55,No
3811,54.45,87.3,No
3812,19.65,351.55,No
3813,105.0,7297.75,No
3814,88.7,6301.7,No
3815,74.25,210.3,Yes
3816,75.15,3822.45,No
3817,20.25,1048.45,No
3818,109.1,6393.65,No
3819,30.75,1489.3,No
3820,112.9,8061.5,No
3821,74.2,74.2,Yes
3822,94.05,518.75,No
3823,78.85,5763.15,No
3824,55.3,238.5,No
3825,19.35,1031.7,No
3826,25.35, ,No
3827,20.45,34.8,No
3828,19.35,1319.95,No
3829,101.0,4388.4,Yes
3830,100.2,420.2,Yes
3831,89.05,2177.45,Yes
3832,78.65,3950.85,No
3833,74.75,827.05,No
3834,70.1,3913.3,Yes
3835,19.9,533.5,No
3836,58.35,3756.45,No
3837,105.65,443.9,Yes
3838,100.5,2599.95,No
3839,20.05,284.3,No
3840,25.65,1740.8,No
3841,96.5,3436.1,Yes
3842,95.0,2462.55,No
3843,70.85,70.85,Yes
3844,85.95,3110.1,Yes
3845,73.9,280.85,Yes
3846,45.45,411.75,No
3847,20.0,198.6,No
3848,49.2,103.7,No
3849,109.45,6144.55,Yes
3850,83.25,4089.45,No
3851,19.25,864.2,No
3852,19.65,19.65,No
3853,72.8,3249.4,No
3854,109.65,5405.8,No
3855,65.0,3363.8,No
3856,114.1,7132.15,No
3857,20.65,93.55,No
3858,86.95,4138.9,No
3859,94.75,5121.75,No
3860,25.35,566.1,No
3861,105.45,2715.3,No
3862,25.4,1782.05,No
3863,102.55,1742.5,No
3864,100.2,2983.8,Yes
3865,24.0,24,No
3866,25.6,485.9,No
3867,73.5,1905.7,No
3868,74.05,1565.7,Yes
3869,98.25,4858.7,No
3870,54.4,3723.65,No
3871,101.55,298.35,Yes
3872,103.1,970.45,No
3873,34.2,1782,No
3874,43.75,405.7,No
3875,111.95,4534.9,Yes
3876,100.65,2415.95,No
3877,55.95,1157.05,Yes
3878,116.05,8297.5,No
3879,45.75,45.75,Yes
3880,82.0,2083.1,No
3881,65.15,4681.75,No
3882,44.8,176.2,No
3883,79.8,1001.2,No
3884,88.85,1594.75,No
3885,74.95,212.4,No
3886,106.85,7677.4,No
3887,74.95,815.5,Yes
3888,80.15,80.15,Yes
3889,19.3,259.65,No
3890,109.25,8109.8,Yes
3891,56.1,2386.85,No
3892,19.7,340.35,No
3893,51.3,419.35,No
3894,118.6,7990.05,No
3895,24.15,1402.25,No
3896,20.3,749.35,No
3897,115.5,8425.15,No
3898,25.05,1171.5,No
3899,109.1,5647.95,No
3900,19.65,708.8,No
3901,111.3,7567.2,No
3902,29.9,29.9,No
3903,80.6,4348.1,No
3904,20.8,635.9,No
3905,35.2,108.95,Yes
3906,78.8,78.8,Yes
3907,89.95,1682.4,No
3908,116.05,6925.9,No
3909,19.55,223.15,No
3910,106.4,5127.95,Yes
3911,49.4,874.8,Yes
3912,115.25,6758.45,No
3913,24.8,1874.3,No
3914,19.9,791.15,No
3915,81.25,4639.45,No
3916,69.95,143.9,No
3917,69.1,69.1,Yes
3918,90.2,1776.55,Yes
3919,93.55,536.4,Yes
3920,86.4,6172,No
3921,66.3,1559.45,No
3922,94.65,6079,No
3923,80.85,80.85,Yes
3924,82.05,4029.95,Yes
3925,72.1,2658.4,No
3926,34.7,383.55,No
3927,20.55,51.15,Yes
3928,95.95,1745.5,No
3929,44.8,2230.85,No
3930,109.4,7281.6,No
3931,71.05,1837.7,No
3932,78.55,149.55,Yes
3933,19.7,180.7,No
3934,40.25,411.45,No
3935,19.85,1328.35,No
3936,68.25,576.95,No
3937,20.15,68.45,No
3938,50.95,123.05,No
3939,78.65,78.65,Yes
3940,25.15,468.35,No
3941,20.25,174.7,No
3942,42.9,42.9,Yes
3943,44.0,44,No
3944,20.25,172.35,No
3945,34.25,139.35,Yes
3946,58.5,539.85,Yes
3947,55.8,300.4,No
3948,88.9,4968,No
3949,57.65,992.7,No
3950,96.2,4718.25,Yes
3951,79.15,5536.5,No
3952,108.05,7806.6,No
3953,74.4,434.1,Yes
3954,94.8,1563.9,No
3955,45.9,1332.4,No
3956,105.3,545.2,Yes
3957,102.6,6296.75,No
3958,73.85,1284.2,Yes
3959,61.35,3645.5,No
3960,57.55,161.45,No
3961,29.25,226.95,No
3962,84.55,646.85,Yes
3963,19.6,1441.65,No
3964,111.75,7511.3,No
3965,106.5,5621.85,No
3966,107.7,7919.8,No
3967,19.3,593.2,No
3968,20.05,1423.65,No
3969,69.95,69.95,No
3970,63.7,2763.35,No
3971,24.75,692.1,Yes
3972,50.9,2298.55,No
3973,60.4,2640.55,No
3974,79.25,2911.8,No
3975,85.8,1727.5,Yes
3976,24.45,86.6,Yes
3977,110.1,6705.7,No
3978,90.7,237.65,No
3979,25.3,1672.35,No
3980,105.7,2979.5,Yes
3981,85.2,695.75,No
3982,24.35,1654.6,No
3983,24.25,24.25,Yes
3984,25.1,1857.85,No
3985,54.55,825.1,No
3986,96.6,6424.25,No
3987,76.5,837.95,Yes
3988,81.15,4126.2,No
3989,38.5,330.8,No
3990,92.9,1337.45,No
3991,93.5,362.2,Yes
3992,84.7,5991.05,No
3993,66.0,4891.5,No
3994,101.5,5373.1,Yes
3995,74.9,2068.55,Yes
3996,20.75,487.05,No
3997,61.45,4131.2,No
3998,54.5,2301.15,No
3999,69.6,131.65,Yes
4000,99.75,4036,No
4001,109.75,4900.65,No
4002,80.85,5727.45,No
4003,20.3,743.05,No
4004,67.8,4804.65,No
4005,24.05,24.05,Yes
4006,19.8,1414.65,No
4007,25.7,1443.65,No
4008,56.15,2898.95,No
4009,86.7,5309.5,No
4010,20.4,20.4,No
4011,19.65,451.55,No
4012,50.55,50.55,Yes
4013,54.35,117.05,No
4014,108.1,5839.3,No
4015,54.45,1893.5,No
4016,45.35,45.35,No
4017,59.0,1654.45,No
4018,69.45,477.05,No
4019,100.55,1415.55,Yes
4020,64.95,4546,No
4021,20.5,20.5,Yes
4022,18.85,163.2,No
4023,19.8,849.9,No
4024,25.05,189.95,No
4025,74.8,321.9,Yes
4026,114.3,8058.55,No
4027,24.45,482.8,Yes
4028,109.2,7049.75,No
4029,45.05,2560.1,No
4030,51.0,286.8,No
4031,110.45,7982.5,No
4032,84.65,5683.6,No
4033,60.05,3994.05,No
4034,44.65,369.15,No
4035,93.25,4631.7,No
4036,20.25,401.95,No
4037,25.45,1534.05,No
4038,20.6,1093,No
4039,94.1,701.3,No
4040,34.8,1980.3,No
4041,60.75,2893.4,No
4042,51.35,262.3,No
4043,64.05,3886.85,No
4044,84.8,5917.55,No
4045,71.0,914,Yes
4046,50.15,2139.1,No
4047,94.6,5948.7,No
4048,59.75,3624.35,No
4049,100.25,4753.85,No
4050,98.9,5780.7,No
4051,97.7,6869.7,No
4052,40.3,1172.95,Yes
4053,60.25,662.95,No
4054,56.25,1765.95,No
4055,46.2,2431.95,No
4056,50.6,155.35,Yes
4057,24.9,1859.2,No
